algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
KNN,2.1,69,7,389,8169,0.012495181884315797,1.44077730178833,0.003694379707420063,1.4692230224609375,0.017435360450988834,1.4517741203308105,float64,0.8571428571428571,0.46153846153846156,0.2608695652173913,0.33333333333333337
AdaBoost,2.2,113,19,3900,2451,0.02495242421021782,1.4554328918457031,0.46789751933028806,1.8895878791809082,0.06622289365683148,1.5243399143218994,float64,0.9677033492822966,0.9086538461538461,0.84375,0.875
KNN,2.1,65,4,1950,8169,0.010067630594327236,1.4628710746765137,0.008481386238002037,1.4553940296173096,0.1345904290356095,1.5148530006408691,float64,0.8983253588516746,0.6588235294117647,0.5,0.5685279187817259
SVM,2.2,12,6,3900,1633,0.02642045382809677,1.4408068656921387,0.228709505082175,1.7525207996368408,0.1674269024767618,1.618025779724121,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
SVM,2.2,19,24,3900,7352,0.02664157362222611,1.4657719135284424,0.49552800081190673,2.018104076385498,0.2226175950620554,1.695836067199707,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
AdaBoost,2.1,107,29,1169,8169,0.010273801613988793,1.4627571105957031,0.203894287859838,1.6876020431518555,0.02799831191890904,1.4758877754211426,float64,0.9601593625498008,0.873015873015873,0.8208955223880597,0.8461538461538461
KNN,2.1,63,2,2730,8169,0.0067364114400121815,1.437972068786621,0.011369117066700683,1.446488857269287,0.5526937609585513,1.5955569744110107,float64,0.9136752136752136,0.7121212121212122,0.5987261146496815,0.6505190311418685
AdaBoost,2.2,120,3,3900,8169,0.0017182722482224418,1.438791275024414,1.11109794404694,2.4055840969085693,0.07130103002064292,1.5261578559875488,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
Random Forest,2.2,92,10,3900,1633,0.027396269026707637,1.452120065689087,1.0623304869814405,2.4584879875183105,0.12705338291583618,1.5406012535095215,float64,0.9778708133971292,1.0,0.8348214285714286,0.9099756690997567
Decision Tree,2.2,40,6,3900,8169,0.0008609524837132806,1.4379961490631104,0.17981118088815812,1.5900099277496338,0.07674615764983488,1.4959716796875,float64,0.9599282296650717,0.852017937219731,0.8482142857142857,0.8501118568232662
AdaBoost,2.2,118,22,3900,6535,0.025130213923326025,1.4730679988861084,0.7424911328780958,2.181563138961792,0.08423316678716351,1.501938819885254,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
Random Forest,2.1,88,17,779,8169,0.006479150847417092,1.4555189609527588,0.19880425187072986,1.7414870262145996,0.05666464806377272,1.4563891887664795,float64,0.9522388059701492,1.0,0.6444444444444445,0.7837837837837839
KNN,2.2,77,28,3900,5718,0.02634423893319068,1.4708662033081055,0.009530206963551167,1.4645349979400635,0.25133379567874525,1.7434978485107422,float64,0.8857655502392344,1.0,0.14732142857142858,0.25680933852140075
SVM,2.1,7,0,1169,8169,0.010082455430306562,1.4369010925292969,0.050440579824435214,1.5267562866210938,0.045427497587758846,1.4860799312591553,float64,0.8326693227091634,0.43795620437956206,0.8955223880597015,0.5882352941176471
Bagging Classifier,2.2,140,21,3900,8169,0.0005433840347965834,1.4334568977355957,0.7044298004782391,2.187325954437256,0.05932848185107237,1.5104320049285889,float64,0.9683014354066986,0.9211822660098522,0.8348214285714286,0.8758782201405153
KNN,2.2,71,15,3900,817,0.025308144870925,1.4587631225585938,0.008874046434820938,1.455420970916748,0.2519062804560564,1.7231590747833252,float64,0.867822966507177,1.0,0.013392857142857142,0.026431718061674006
KNN,2.2,77,12,3900,5718,0.01683502439728499,1.450913667678833,0.012669271248907488,1.4478669166564941,0.32836797603945106,1.7333309650421143,float64,0.8857655502392344,1.0,0.14732142857142858,0.25680933852140075
SVM,2.1,3,19,2730,8169,0.027410798275950863,1.4408719539642334,0.2608829949767536,1.752251148223877,0.12386963021812009,1.6054179668426514,float64,0.8282051282051283,0.4325153374233129,0.8980891719745223,0.5838509316770186
AdaBoost,2.1,102,24,3119,8169,0.007895317952967182,1.4525792598724365,0.45397735212425605,2.146170139312744,0.07460379709326034,1.5174012184143066,float64,0.9641255605381166,0.9285714285714286,0.7944444444444444,0.8562874251497005
Bagging Classifier,2.2,135,6,3900,4084,0.017145027642809604,1.4605739116668701,0.5435516297795214,1.9623160362243652,0.08073707166892509,1.5072236061096191,float64,0.9617224880382775,0.9123711340206185,0.7901785714285714,0.8468899521531099
SVM,2.1,9,25,389,8169,0.009837728779317512,1.4366819858551025,0.012218143264495796,1.4553091526031494,0.015542045323170993,1.4797039031982422,float64,0.7976190476190477,0.3877551020408163,0.8260869565217391,0.5277777777777779
Decision Tree,2.1,24,28,2340,8169,0.006882839286247748,1.4494352340698242,0.0676681654402225,1.4912140369415283,0.0487927141723209,1.474236011505127,float64,0.9491525423728814,0.8217054263565892,0.7910447761194029,0.8060836501901141
Decision Tree,2.2,39,10,3900,7352,0.01802017514023834,1.4623868465423584,0.11529795481556877,1.5832247734069824,0.06050784897604002,1.5128719806671143,float64,0.9605263157894737,0.8657407407407407,0.8348214285714286,0.85
Random Forest,2.1,81,27,3509,8169,0.011066805756652488,1.4402921199798584,1.6618927581341345,3.1315391063690186,0.10432989345435847,1.5208280086517334,float64,0.973421926910299,0.9939024390243902,0.806930693069307,0.8907103825136612
Decision Tree,2.2,35,8,3900,4084,0.025164672807027895,1.455867052078247,0.08640909832550112,1.5322270393371582,0.05661252041490285,1.5087990760803223,float64,0.9617224880382775,0.8571428571428571,0.8571428571428571,0.8571428571428571
SVM,2.2,11,14,3900,817,0.02787837382331134,1.4661340713500977,0.2018172664379085,1.7206478118896484,0.0916497698749571,1.571969985961914,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Bagging Classifier,2.1,130,27,3900,8169,0.0006015327087175505,1.4356341361999512,0.48930665889137154,2.1341917514801025,0.05663734292322822,1.5016460418701172,float64,0.9629186602870813,0.8857142857142857,0.8303571428571429,0.8571428571428572
KNN,2.1,64,2,2340,8169,0.010173055327739997,1.4369158744812012,0.006902343079525936,1.4605188369750977,0.11939512012021579,1.5665738582611084,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
AdaBoost,2.2,112,21,3900,1633,0.01737783214969002,1.4701037406921387,0.3433608270735103,1.7991268634796143,0.06714248425246366,1.5022661685943604,float64,0.9700956937799043,0.910377358490566,0.8616071428571429,0.8853211009174312
Random Forest,2.2,94,7,3900,3268,0.027179469552896702,1.4653902053833008,1.343606248701364,2.7200000286102295,0.12899258411915118,1.5403270721435547,float64,0.9760765550239234,0.9791666666666666,0.8392857142857143,0.9038461538461539
SVM,2.1,6,23,1559,8169,0.00977408128843766,1.4313499927520752,0.10531386934168813,1.5505530834197998,0.059074556010315755,1.5142109394073486,float64,0.828101644245142,0.4358974358974359,0.9444444444444444,0.5964912280701755
KNN,2.2,78,9,3900,6535,0.025129554294608742,1.4587650299072266,0.009477209498239311,1.4610490798950195,0.27000606358060897,1.7382988929748535,float64,0.8893540669856459,0.975609756097561,0.17857142857142858,0.30188679245283023
Random Forest,2.1,81,7,3509,8169,0.011281524572399115,1.4529199600219727,1.6311141420471844,3.0769829750061035,0.10796931534521619,1.5219860076904297,float64,0.9714285714285714,0.9818181818181818,0.801980198019802,0.8828337874659401
Decision Tree,2.1,25,9,1950,8169,0.010596453411426884,1.4471690654754639,0.04887243410695339,1.4975190162658691,0.033394301945630304,1.4586830139160156,float64,0.9533492822966507,0.8476190476190476,0.7946428571428571,0.8202764976958524
Bagging Classifier,2.1,124,12,2340,8169,0.01029666654036742,1.429917812347412,0.33249517083578145,1.7574992179870605,0.043647051373313955,1.4989509582519531,float64,0.9511465603190429,0.8761061946902655,0.7388059701492538,0.8016194331983807
Random Forest,2.2,92,28,3900,1633,0.02376187606998204,1.4567317962646484,2.334464298781209,2.5211780071258545,0.0824948708088856,1.5245978832244873,float64,0.9772727272727273,0.9946808510638298,0.8348214285714286,0.9077669902912622
SVM,2.2,20,26,3900,8169,0.0008474161270295828,1.451791763305664,0.5329377895131889,2.0649032592773438,0.24277101527980852,1.7151780128479004,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Decision Tree,2.1,25,16,1950,8169,0.006807990726939806,1.4430620670318604,0.05114719032624954,1.511749029159546,0.03407360883730484,1.4826960563659668,float64,0.9569377990430622,0.88,0.7857142857142857,0.830188679245283
Random Forest,2.1,81,18,3509,8169,0.010253079399941188,1.4327640533447266,1.1230129822679216,3.1026597023010254,0.08429394430768264,1.5426130294799805,float64,0.9720930232558139,0.9938271604938271,0.7970297029702971,0.8846153846153846
SVM,2.2,15,9,3900,4084,0.018836832221947684,1.4592499732971191,0.7220004100800949,1.9771180152893066,0.4388000139010144,1.67814302444458,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
AdaBoost,2.1,110,26,3900,8169,0.0006187666203218904,1.4042248725891113,0.9865241757079422,2.3770077228546143,0.08412190857615168,1.5010120868682861,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
Bagging Classifier,2.2,137,22,3900,5718,0.027086459219478515,1.4443409442901611,0.49122054831840817,2.0470972061157227,0.05870081023092108,1.5190389156341553,float64,0.9629186602870813,0.8932038834951457,0.8214285714285714,0.8558139534883721
SVM,2.2,19,29,3900,7352,0.026614369694874903,1.4540128707885742,0.4746493025559143,2.0130538940429688,0.2256797351706582,1.6985480785369873,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Decision Tree,2.1,21,28,3509,8169,0.011862615738432374,1.4536478519439697,0.0962615203988703,1.5472190380096436,0.05428577038427153,1.4979393482208252,float64,0.9548172757475083,0.8681318681318682,0.7821782178217822,0.8229166666666666
Random Forest,2.2,92,27,3900,1633,0.027022416325467213,1.4617819786071777,1.1198526923989789,2.445388078689575,0.5113202413471677,1.5038208961486816,float64,0.9760765550239234,1.0,0.8214285714285714,0.9019607843137255
Random Forest,2.1,82,20,3119,8169,0.016551999101497145,1.4405391216278076,2.6410258492445102,2.9898297786712646,0.15876381988829852,1.4711380004882812,float64,0.976083707025411,1.0,0.8222222222222222,0.9024390243902439
Bagging Classifier,2.1,129,21,389,8169,0.009609952526389331,1.4390137195587158,0.06113709517614311,1.481921672821045,0.01274759460422992,1.446031093597412,float64,0.9107142857142857,0.7222222222222222,0.5652173913043478,0.6341463414634146
SVM,2.2,12,23,3900,1633,0.028851065927482756,1.4695580005645752,0.26038646022502104,1.7489161491394043,0.13532641174458135,1.583463191986084,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
SVM,2.1,9,22,389,8169,0.0070753685456384965,1.453512191772461,0.01196657953051525,1.43812894821167,0.0254519149143338,1.447573184967041,float64,0.7976190476190477,0.3877551020408163,0.8260869565217391,0.5277777777777779
Decision Tree,2.2,31,15,3900,817,0.02443185722199572,1.457754135131836,0.037428521279906875,1.507375717163086,0.05353070453683044,1.4992461204528809,float64,0.9611244019138756,0.8597285067873304,0.8482142857142857,0.853932584269663
SVM,2.2,11,7,3900,817,0.024679830007103568,1.462716817855835,0.2770430855530602,1.7163550853729248,0.1464205564078503,1.5964558124542236,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.2,73,8,3900,2451,0.04883961734749325,1.42661714553833,0.020790459566525907,1.436237096786499,0.31409951631986077,1.7230029106140137,float64,0.8672248803827751,1.0,0.008928571428571428,0.017699115044247787
KNN,2.1,66,29,1559,8169,0.01017468303459777,1.4399161338806152,0.00777675737949723,1.46999192237854,0.09303748444940503,1.5133161544799805,float64,0.9177877428998505,0.7333333333333333,0.6111111111111112,0.6666666666666666
Decision Tree,2.2,40,12,3900,8169,0.0005436825851735228,1.447723150253296,0.11651924485087534,1.5531339645385742,0.05565716086056242,1.5086379051208496,float64,0.9629186602870813,0.8785046728971962,0.8392857142857143,0.8584474885844748
Bagging Classifier,2.2,131,15,3900,817,0.02245964023373326,1.4558191299438477,0.16035031561966853,1.6614928245544434,0.059709839511202435,1.5180730819702148,float64,0.9665071770334929,0.9038461538461539,0.8392857142857143,0.8703703703703703
Random Forest,2.1,86,26,1559,8169,0.01016181607207086,1.4237549304962158,0.49254375021318636,2.0700771808624268,0.051555407718426434,1.5006258487701416,float64,0.9611360239162929,1.0,0.7111111111111111,0.8311688311688311
SVM,2.1,8,21,779,8169,0.00975273765720596,1.4535009860992432,0.026209528679115086,1.4931750297546387,0.021924769160095753,1.4445350170135498,float64,0.8388059701492537,0.4482758620689655,0.8666666666666667,0.5909090909090909
AdaBoost,2.1,107,28,1169,8169,0.010467568047679553,1.4616601467132568,0.282552865080165,1.6706888675689697,0.0460198436414521,1.4827680587768555,float64,0.9601593625498008,0.873015873015873,0.8208955223880597,0.8461538461538461
AdaBoost,2.2,117,18,3900,5718,0.31888126453779686,1.4006428718566895,7.874328779277888,2.1887388229370117,0.08135738900217311,1.507420301437378,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
Bagging Classifier,2.2,138,2,3900,6535,0.017760852217997117,1.4606740474700928,0.6488058592743928,2.0453009605407715,0.05833178786343793,1.5084929466247559,float64,0.9629186602870813,0.8857142857142857,0.8303571428571429,0.8571428571428572
AdaBoost,2.1,105,4,1950,8169,0.009829625335022105,1.4419870376586914,0.3724930605798137,1.855532169342041,0.042384690620164325,1.4675960540771484,float64,0.965311004784689,0.8738738738738738,0.8660714285714286,0.8699551569506726
SVM,2.1,6,17,1559,8169,0.010289686619604046,1.4559190273284912,0.08696466204965418,1.546875238418579,0.05762412704244966,1.5088520050048828,float64,0.828101644245142,0.4358974358974359,0.9444444444444444,0.5964912280701755
Bagging Classifier,2.2,132,26,3900,1633,0.01866161934597003,1.4604527950286865,0.2194259354434409,1.7122528553009033,0.049817824702254945,1.4941520690917969,float64,0.9635167464114832,0.9179487179487179,0.7991071428571429,0.8544152744630072
KNN,2.2,80,0,3900,8169,0.0005502179841022699,1.4482691287994385,0.008869486764066091,1.4531757831573486,0.25993735839926185,1.7215518951416016,float64,0.9336124401913876,0.7927461139896373,0.6830357142857143,0.7338129496402879
Decision Tree,2.2,32,27,3900,1633,0.025723093821045612,1.4553501605987549,0.052933996999790824,1.4952969551086426,0.055271949179850365,1.5162220001220703,float64,0.9623205741626795,0.867579908675799,0.8482142857142857,0.8577878103837472
Bagging Classifier,2.2,135,27,3900,4084,0.03543146366138403,1.4640402793884277,2.994775219283385,1.9368271827697754,0.03248428188153434,1.520414113998413,float64,0.9647129186602871,0.9187817258883249,0.8080357142857143,0.8598574821852732
SVM,2.2,17,18,3900,5718,0.024763072265318705,1.4696919918060303,0.4780749844098527,2.029700756072998,0.22875513924820032,1.6711909770965576,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Random Forest,2.2,94,5,3900,3268,0.02146426258847683,1.4660029411315918,0.8315910181505065,2.716370105743408,0.10783372003138196,1.5100789070129395,float64,0.97188995215311,0.9682539682539683,0.8169642857142857,0.8861985472154964
Bagging Classifier,2.2,133,9,3900,2451,0.025574012678174888,1.469817876815796,0.360723179568347,1.8183948993682861,0.06446453614993125,1.4974110126495361,float64,0.9665071770334929,0.9117647058823529,0.8303571428571429,0.8691588785046729
Random Forest,2.1,87,29,1169,8169,0.009146094344188095,1.453887939453125,0.3930155203517377,1.9209990501403809,0.040039572514440194,1.4943351745605469,float64,0.9561752988047809,1.0,0.6716417910447762,0.8035714285714287
AdaBoost,2.2,118,0,3900,6535,0.01613312099521148,1.4643142223358154,0.7595775777586232,2.19769287109375,0.06453405752838189,1.5101571083068848,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
Decision Tree,2.2,39,28,3900,7352,0.025274153780926043,1.4811968803405762,0.11935667917207214,1.5533742904663086,0.056878103105328134,1.4915249347686768,float64,0.9611244019138756,0.8565022421524664,0.8526785714285714,0.854586129753915
Decision Tree,2.2,34,23,3900,3268,0.026559988282164784,1.4540321826934814,0.11468637841304957,1.5085368156433105,0.07809350563835393,1.5022928714752197,float64,0.9641148325358851,0.8727272727272727,0.8571428571428571,0.8648648648648648
SVM,2.1,8,15,779,8169,0.0061176964404837005,1.4594509601593018,0.02710893381978256,1.4875268936157227,0.03340125739206457,1.4543039798736572,float64,0.8388059701492537,0.4482758620689655,0.8666666666666667,0.5909090909090909
Random Forest,2.2,97,28,3900,5718,0.025260796007895398,1.4592409133911133,1.661973704408774,3.062613010406494,0.1306445469804418,1.5434491634368896,float64,0.9754784688995215,0.9841269841269841,0.8303571428571429,0.900726392251816
Bagging Classifier,2.1,126,12,1559,8169,0.00681130077367388,1.4624567031860352,0.17127426358771944,1.664151668548584,0.04308172014482308,1.4698193073272705,float64,0.9566517189835575,0.9178082191780822,0.7444444444444445,0.8220858895705521
AdaBoost,2.1,102,13,3119,8169,0.006452733390182127,1.4388110637664795,0.8005936618301042,2.155792236328125,0.058498269537688025,1.5001940727233887,float64,0.9641255605381166,0.9230769230769231,0.8,0.8571428571428571
Random Forest,2.1,81,15,3509,8169,0.010946769678715875,1.4473190307617188,1.7431772423124277,3.16512393951416,0.0847416137596663,1.525291919708252,float64,0.9740863787375416,1.0,0.806930693069307,0.8931506849315068
Decision Tree,2.1,26,14,1559,8169,0.010350446564761296,1.4388048648834229,0.03890463229696594,1.464519739151001,0.026407042029351062,1.4807257652282715,float64,0.9596412556053812,0.9090909090909091,0.7777777777777778,0.8383233532934132
AdaBoost,2.2,119,1,3900,7352,0.025115010858756875,1.4515902996063232,0.5267227942173773,2.2770228385925293,0.08448323520643877,1.520495891571045,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
Random Forest,2.1,82,21,3119,8169,0.018923917010563483,1.4384939670562744,1.1460744966606653,3.0435941219329834,0.07915859039974872,1.5296571254730225,float64,0.976083707025411,0.9933333333333333,0.8277777777777777,0.9030303030303028
KNN,2.2,74,12,3900,3268,0.026253570993478487,1.4382789134979248,0.010031236550322054,1.459366798400879,0.321751980982943,1.7393181324005127,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
Random Forest,2.2,92,15,3900,1633,0.031101104033916888,1.4471559524536133,0.9784075359352792,2.482339859008789,0.08417721776634518,1.5294311046600342,float64,0.9766746411483254,0.9946524064171123,0.8303571428571429,0.905109489051095
Bagging Classifier,2.2,138,0,3900,6535,0.021968021530567174,1.462810754776001,0.44109924812967977,2.0656518936157227,0.046286658866379046,1.4949491024017334,float64,0.9677033492822966,0.925,0.8258928571428571,0.8726415094339623
Decision Tree,2.2,35,15,3900,4084,0.025983074987352243,1.4596118927001953,0.08973854976522061,1.5443072319030762,0.056782412268080146,1.4836840629577637,float64,0.9641148325358851,0.8693693693693694,0.8616071428571429,0.8654708520179373
Bagging Classifier,2.1,123,26,2730,8169,0.006906812116313622,1.457176685333252,0.33327607965568423,1.8775439262390137,0.05047298314385139,1.4835131168365479,float64,0.9598290598290599,0.9044117647058824,0.7834394904458599,0.8395904436860069
AdaBoost,2.1,104,27,2340,8169,0.01035684145796342,1.4418690204620361,0.5295282646760817,1.9223308563232422,0.06446806939282995,1.4842438697814941,float64,0.9531405782652044,0.865546218487395,0.7686567164179104,0.8142292490118578
KNN,2.1,64,14,2340,8169,0.010981649241518853,1.4501090049743652,0.007657968605682207,1.4364471435546875,0.11999025698833786,1.552954912185669,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
AdaBoost,2.1,102,12,3119,8169,0.011329634848204538,1.421288013458252,0.7241473060638702,2.150033950805664,0.07374634696499222,1.5224971771240234,float64,0.9633781763826607,0.9281045751633987,0.7888888888888889,0.8528528528528527
SVM,2.1,10,29,3900,8169,0.0009256702861967123,1.446012020111084,0.45981271345717895,2.0810718536376953,0.6138143667528299,1.6912639141082764,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Random Forest,2.1,84,11,2340,8169,0.006386262970666941,1.4539039134979248,0.6287888840851718,2.4389779567718506,0.07420263721093585,1.4884769916534424,float64,0.9611166500498505,1.0,0.7089552238805971,0.8296943231441047
Random Forest,2.2,98,4,3900,6535,0.02619040226420188,1.447218894958496,1.805673862943716,3.162377119064331,0.07886009399994019,1.5530309677124023,float64,0.9760765550239234,0.9893617021276596,0.8303571428571429,0.9029126213592233
AdaBoost,2.1,109,28,389,8169,0.01032787417645543,1.4397671222686768,0.10395258284013949,1.5583150386810303,0.027314386229415583,1.4556348323822021,float64,0.9583333333333334,0.9,0.782608695652174,0.8372093023255814
SVM,2.2,20,9,3900,8169,0.000505549892115981,1.4423260688781738,0.69201380020263,2.0782687664031982,0.34050457555202585,1.7106173038482666,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
AdaBoost,2.2,118,16,3900,6535,0.025472596414757995,1.4396638870239258,0.6986212442321986,2.2016940116882324,0.08078639933308407,1.5118920803070068,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
AdaBoost,2.1,107,21,1169,8169,0.006795884278379605,1.4348359107971191,0.24363055255214186,1.6784758567810059,0.04714743925244011,1.4809260368347168,float64,0.9601593625498008,0.873015873015873,0.8208955223880597,0.8461538461538461
KNN,2.2,71,1,3900,817,0.03425033040080977,1.4410209655761719,0.016479924546458448,1.409085988998413,0.555347678755819,1.700869083404541,float64,0.867822966507177,1.0,0.013392857142857142,0.026431718061674006
AdaBoost,2.1,102,25,3119,8169,0.011323442940108164,1.452085018157959,0.8018272084515303,2.1848819255828857,0.05787336475562525,1.5059349536895752,float64,0.9633781763826607,0.9281045751633987,0.7888888888888889,0.8528528528528527
AdaBoost,2.1,103,28,2730,8169,0.006412207909378147,1.4522829055786133,0.924411837789568,2.054489850997925,0.04019112133771903,1.5016160011291504,float64,0.9615384615384616,0.8835616438356164,0.821656050955414,0.8514851485148515
Bagging Classifier,2.1,127,15,1169,8169,0.009852260384898138,1.44368314743042,0.11073528751617519,1.5671501159667969,0.024230735809075768,1.470426082611084,float64,0.9482071713147411,0.8596491228070176,0.7313432835820896,0.7903225806451613
Decision Tree,2.2,32,21,3900,1633,0.024906265188257195,1.4603140354156494,0.05345245645069782,1.497020959854126,0.057372003107472966,1.4926061630249023,float64,0.9623205741626795,0.8779342723004695,0.8348214285714286,0.8558352402745996
AdaBoost,2.1,110,9,3900,8169,0.000823201954571932,1.4215359687805176,0.7036183461530559,2.405080795288086,0.07137635103774426,1.5193731784820557,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
SVM,2.2,14,22,3900,3268,0.01689232251842947,1.4525458812713623,0.31750065300881425,1.9480550289154053,0.21800446146526092,1.6568567752838135,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Random Forest,2.2,100,5,3900,8169,0.0007813792371565516,1.4530091285705566,2.5562122713375732,3.4625661373138428,0.07965272933936364,1.5359156131744385,float64,0.9772727272727273,0.979381443298969,0.8482142857142857,0.9090909090909091
KNN,2.2,79,2,3900,7352,0.025974414548622923,1.47174072265625,0.009778544434381867,1.4481642246246338,0.2682002198022,1.7567451000213623,float64,0.9156698564593302,0.8487394957983193,0.45089285714285715,0.5889212827988338
Random Forest,2.2,97,3,3900,5718,0.02651875246280529,1.4712707996368408,1.1096148262541585,3.096825122833252,0.09335687182074434,1.5418219566345215,float64,0.9778708133971292,0.9947089947089947,0.8392857142857143,0.9104116222760291
Decision Tree,2.2,31,9,3900,817,0.01715598854701461,1.481436014175415,0.041836305854407944,1.4713540077209473,0.04558753697484544,1.505033254623413,float64,0.9575358851674641,0.8430493273542601,0.8392857142857143,0.8411633109619687
KNN,2.2,73,27,3900,2451,0.020717293626453862,1.4647328853607178,0.009479705418257944,1.457982063293457,0.27228706595234586,1.7345349788665771,float64,0.8672248803827751,1.0,0.008928571428571428,0.017699115044247787
Random Forest,2.2,95,29,3900,4084,0.025663700029295473,1.4695069789886475,0.9013724162461786,2.815596103668213,0.09212966241083846,1.5388622283935547,float64,0.979066985645933,1.0,0.84375,0.9152542372881356
AdaBoost,2.1,110,22,3900,8169,0.0008557793514495614,1.4380879402160645,0.9786270827163,2.3896660804748535,0.07667685927321179,1.5110208988189697,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
KNN,2.1,64,0,2340,8169,0.007655247886217828,1.4539570808410645,0.006930545826718362,1.4594919681549072,0.12196813671690691,1.5460689067840576,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
KNN,2.1,62,26,3119,8169,0.011568381151327706,1.4365510940551758,0.011386556635545966,1.4592809677124023,0.15210253001478807,1.626206874847412,float64,0.9125560538116592,0.7114093959731543,0.5888888888888889,0.6443768996960486
Decision Tree,2.1,22,22,3119,8169,0.007193227890104712,1.4491550922393799,0.0854150866757529,1.5337889194488525,0.0667657769334938,1.5012428760528564,float64,0.9581464872944694,0.8604651162790697,0.8222222222222222,0.8409090909090908
Bagging Classifier,2.2,138,27,3900,6535,0.10093197695552042,1.4205799102783203,1.0756162102350235,2.111335039138794,0.12400610307329618,1.4779059886932373,float64,0.9617224880382775,0.8921568627450981,0.8125,0.8504672897196263
SVM,2.2,11,2,3900,817,0.03830659647796246,1.4057307243347168,0.2867883727750804,1.7141602039337158,0.14799848592969453,1.557631015777588,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.1,68,22,779,8169,0.010891444552879758,1.4582090377807617,0.005098619336737217,1.4165489673614502,0.06510679093572624,1.4690358638763428,float64,0.8985074626865671,0.6571428571428571,0.5111111111111111,0.575
Random Forest,2.1,90,14,3900,8169,0.0008427379227869992,1.4488677978515625,1.351599431868712,3.3941102027893066,0.10153214818706738,1.5294568538665771,float64,0.9730861244019139,0.9786096256684492,0.8169642857142857,0.8905109489051095
Decision Tree,2.2,40,13,3900,8169,0.0008163506606796599,1.425929307937622,0.12053186671322338,1.5907189846038818,0.048014025155849384,1.5038979053497314,float64,0.9569377990430622,0.8423423423423423,0.8348214285714286,0.8385650224215246
AdaBoost,2.2,120,20,3900,8169,0.0008185898613831187,1.42594575881958,1.613114878745423,2.391003131866455,0.11902468630663408,1.502781867980957,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
Decision Tree,2.1,23,3,2730,8169,0.010534568242287944,1.4554810523986816,0.1029838242768641,1.5244390964508057,0.05000799611813987,1.4914898872375488,float64,0.9555555555555556,0.8523489932885906,0.8089171974522293,0.8300653594771242
KNN,2.2,78,23,3900,6535,0.017224803084977595,1.4829380512237549,0.011793056294201394,1.4384350776672363,0.27172551781139376,1.7216241359710693,float64,0.8893540669856459,0.975609756097561,0.17857142857142858,0.30188679245283023
Random Forest,2.1,84,17,2340,8169,0.006615503128565854,1.4425208568572998,0.6456877610718583,2.439960241317749,0.05669816272421367,1.5066752433776855,float64,0.9621136590229312,1.0,0.7164179104477612,0.8347826086956522
SVM,2.1,6,24,1559,8169,0.009926369297185973,1.429570198059082,0.9089153843883941,1.4813930988311768,0.5173609020492536,1.432732105255127,float64,0.828101644245142,0.4358974358974359,0.9444444444444444,0.5964912280701755
Random Forest,2.2,93,3,3900,2451,0.018324173296354447,1.4742321968078613,1.2442896394485177,2.6732547283172607,0.2497890108602252,1.5326809883117676,float64,0.9754784688995215,0.9841269841269841,0.8303571428571429,0.900726392251816
Decision Tree,2.2,31,10,3900,817,0.019537390811257358,1.4628221988677979,0.03328021002027385,1.4927711486816406,0.06996432223152199,1.4891698360443115,float64,0.9647129186602871,0.880184331797235,0.8526785714285714,0.8662131519274375
