algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
Random Forest,2.1,86,7,1559,8169,0.010229417181298803,1.445681095123291,0.4933063168655616,2.070707082748413,0.04682268306351882,1.5053949356079102,float64,0.9596412556053812,1.0,0.7,0.8235294117647058
KNN,2.1,61,0,3509,8169,0.010456525388283858,1.446274995803833,0.00902593150987501,1.4479176998138428,0.19629959212382833,1.6809070110321045,float64,0.9222591362126246,0.717948717948718,0.693069306930693,0.7052896725440806
Random Forest,2.2,96,29,3900,4901,0.026410229084990057,1.4568068981170654,1.503613286846503,2.94046688079834,0.09314488814184604,1.5226831436157227,float64,0.9754784688995215,0.9790575916230366,0.8348214285714286,0.9012048192771085
Random Forest,2.2,93,15,3900,2451,0.02541517372352946,1.4691200256347656,1.2253567852267497,2.65761399269104,0.1066179841262327,1.5435948371887207,float64,0.9772727272727273,1.0,0.8303571428571429,0.9073170731707317
Decision Tree,2.1,29,22,389,8169,0.010748042911890928,1.4460108280181885,0.012007657293078355,1.4413959980010986,0.010903758529175531,1.4523582458496094,float64,0.9047619047619048,0.7058823529411765,0.5217391304347826,0.6
KNN,2.1,70,27,3900,8169,0.000534408684935327,1.435486078262329,0.00940085144976354,1.4572041034698486,0.2988383441426511,1.7550380229949951,float64,0.9336124401913876,0.7927461139896373,0.6830357142857143,0.7338129496402879
Bagging Classifier,2.2,137,11,3900,5718,0.027925473716217813,1.4414749145507812,0.3899142109681076,2.043065071105957,0.047609579130254646,1.512113094329834,float64,0.9641148325358851,0.9019607843137255,0.8214285714285714,0.8598130841121495
Random Forest,2.1,90,5,3900,8169,0.0015061140303120732,1.4200351238250732,2.0879188318298287,3.4103689193725586,0.1048460190138078,1.5656461715698242,float64,0.9772727272727273,0.9894736842105263,0.8392857142857143,0.9082125603864734
AdaBoost,2.2,117,6,3900,5718,0.01714048215866339,1.4735119342803955,0.41349345358196393,2.1048660278320312,0.09417835468143504,1.5294010639190674,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
KNN,2.2,74,6,3900,3268,0.028665728817119675,1.4664459228515625,0.011268043990464436,1.4486000537872314,0.7956440577316672,1.7122509479522705,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
Bagging Classifier,2.1,124,18,2340,8169,0.007307323884394307,1.4347882270812988,0.2839245415720896,1.7849159240722656,0.04169185605624547,1.4804418087005615,float64,0.9451645064805583,0.8691588785046729,0.6940298507462687,0.7717842323651452
Bagging Classifier,2.1,128,29,779,8169,0.010817736302971255,1.4485831260681152,0.10673872307289235,1.5408048629760742,0.019559597202064925,1.4691352844238281,float64,0.9552238805970149,0.9411764705882353,0.7111111111111111,0.8101265822784811
Random Forest,2.1,81,2,3509,8169,0.006705281016485047,1.4575040340423584,1.7991647854089436,3.1099348068237305,0.1088845188050042,1.5203289985656738,float64,0.9714285714285714,0.9818181818181818,0.801980198019802,0.8828337874659401
Bagging Classifier,2.1,122,1,3119,8169,0.010822467160423115,1.4273247718811035,0.4469114026000887,1.9793128967285156,0.05180223606447139,1.4871571063995361,float64,0.9656203288490284,0.9294871794871795,0.8055555555555556,0.8630952380952381
Random Forest,2.2,97,27,3900,5718,0.019815513443446814,1.4495396614074707,1.6580133134490282,3.0642309188842773,0.07956200985173448,1.5318470001220703,float64,0.9784688995215312,0.9895833333333334,0.8482142857142857,0.9134615384615384
Decision Tree,2.2,34,16,3900,3268,0.017846150307711448,1.4477660655975342,0.08158816783624376,1.5316071510314941,0.058571037815459796,1.5085229873657227,float64,0.9623205741626795,0.8577777777777778,0.8616071428571429,0.8596881959910914
SVM,2.1,4,17,2340,8169,0.010555821676810967,1.4454560279846191,0.1871650330471579,1.6681008338928223,0.1469960887431975,1.554805040359497,float64,0.8055832502492523,0.39590443686006827,0.8656716417910447,0.5433255269320844
Decision Tree,2.2,38,12,3900,6535,0.024757607080824976,1.4752609729766846,0.1478315572922499,1.55830979347229,0.055230405324034004,1.4816107749938965,float64,0.9623205741626795,0.8609865470852018,0.8571428571428571,0.8590604026845639
AdaBoost,2.1,107,3,1169,8169,0.010255176297299806,1.4320151805877686,0.1978147325417837,1.6730258464813232,0.03299266009514032,1.4756531715393066,float64,0.9601593625498008,0.873015873015873,0.8208955223880597,0.8461538461538461
Bagging Classifier,2.2,132,16,3900,1633,0.017375486573713936,1.4709370136260986,0.2869956070859176,1.720365047454834,0.050051937170725744,1.5240778923034668,float64,0.9647129186602871,0.9104477611940298,0.8169642857142857,0.8611764705882352
SVM,2.2,16,13,3900,4901,0.02618165089999975,1.4598119258880615,0.4468468108495095,1.9737117290496826,0.21675413574178562,1.6821508407592773,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Random Forest,2.2,97,12,3900,5718,0.025374961829935896,1.454451322555542,1.7355645999699207,3.104524850845337,0.11343083736186665,1.5550510883331299,float64,0.9772727272727273,0.9894736842105263,0.8392857142857143,0.9082125603864734
AdaBoost,2.2,113,18,3900,2451,0.026841721952825137,1.4678161144256592,0.37031774253942334,1.8774268627166748,0.06554573642503948,1.5234928131103516,float64,0.9677033492822966,0.9086538461538461,0.84375,0.875
Random Forest,2.1,81,6,3509,8169,0.009549440798298933,1.4411840438842773,1.1058420034311753,3.091871976852417,0.08237349534747801,1.5529110431671143,float64,0.9707641196013289,0.9817073170731707,0.7970297029702971,0.8797814207650273
Bagging Classifier,2.2,132,27,3900,1633,0.026118841560759883,1.4872829914093018,0.24197339127047185,1.7004399299621582,0.06315342314049727,1.517381191253662,float64,0.9665071770334929,0.92,0.8214285714285714,0.8679245283018867
Bagging Classifier,2.1,126,24,1559,8169,0.007537988229618198,1.4533140659332275,0.17135946325783635,1.6380019187927246,0.03166047567217389,1.4669950008392334,float64,0.9626307922272048,0.9333333333333333,0.7777777777777778,0.8484848484848485
SVM,2.2,12,8,3900,1633,0.02417342163082802,1.4478070735931396,0.2865464699879741,1.7368907928466797,0.16811252047805428,1.593336820602417,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.1,69,28,389,8169,0.00626578524951406,1.4413230419158936,0.0035540039315880394,1.45772385597229,0.014535047630835032,1.4379510879516602,float64,0.8571428571428571,0.46153846153846156,0.2608695652173913,0.33333333333333337
Bagging Classifier,2.1,128,9,779,8169,0.006498556524749597,1.4329273700714111,0.09358873967136487,1.5454621315002441,0.022640303342393652,1.4592702388763428,float64,0.9701492537313433,0.972972972972973,0.8,0.8780487804878049
KNN,2.1,66,20,1559,8169,0.01036420746582329,1.43137788772583,0.00685691506873032,1.4333879947662354,0.09210314789436583,1.512270212173462,float64,0.9177877428998505,0.7333333333333333,0.6111111111111112,0.6666666666666666
SVM,2.2,17,16,3900,5718,0.02738442963376736,1.4580349922180176,0.558481318570305,2.020897150039673,0.17650905510369372,1.695119857788086,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.2,75,2,3900,4084,0.02615366684278034,1.4405810832977295,0.008939684387056435,1.4588611125946045,0.24188846980606624,1.715080976486206,float64,0.8690191387559809,1.0,0.022321428571428572,0.043668122270742356
Decision Tree,2.2,32,17,3900,1633,0.02443635061165183,1.450976848602295,0.05150661224642842,1.4950671195983887,0.04629158500832888,1.4888486862182617,float64,0.9671052631578947,0.8894009216589862,0.8616071428571429,0.8752834467120182
Random Forest,2.2,94,22,3900,3268,0.01734178722014718,1.447309970855713,1.3094626137921475,2.6898350715637207,0.08631817032630477,1.5375399589538574,float64,0.979066985645933,0.9896373056994818,0.8526785714285714,0.9160671462829736
AdaBoost,2.2,113,22,3900,2451,0.024429111724550506,1.4536938667297363,0.40322167749503207,1.8865559101104736,0.06391374286726904,1.5199711322784424,float64,0.9677033492822966,0.9086538461538461,0.84375,0.875
Bagging Classifier,2.1,125,28,1950,8169,0.010286176466382583,1.4382169246673584,0.23555752164922275,1.7262539863586426,0.036344615941617274,1.456226110458374,float64,0.9545454545454546,0.9021739130434783,0.7410714285714286,0.8137254901960784
KNN,2.2,76,11,3900,4901,0.026106713176399007,1.468611240386963,0.007150281078292057,1.4487338066101074,0.20653008205809054,1.7243289947509766,float64,0.8797846889952153,1.0,0.10267857142857142,0.1862348178137652
SVM,2.1,4,27,2340,8169,0.009455026136378645,1.4538600444793701,0.17572887694272005,1.671891212463379,0.11095721016546789,1.5889852046966553,float64,0.8055832502492523,0.39590443686006827,0.8656716417910447,0.5433255269320844
Decision Tree,2.2,37,16,3900,5718,0.062190304531502906,1.469433069229126,0.10407212416009999,1.56414794921875,0.05294941364083792,1.4945878982543945,float64,0.9641148325358851,0.8796296296296297,0.8482142857142857,0.8636363636363636
KNN,2.1,62,19,3119,8169,0.027359508402192832,1.4370388984680176,0.008551806146201834,1.4457309246063232,0.17721955532338693,1.6258327960968018,float64,0.9125560538116592,0.7114093959731543,0.5888888888888889,0.6443768996960486
Random Forest,2.2,96,8,3900,4901,0.025876874035105517,1.4432237148284912,1.7173360225771388,3.00093412399292,0.0759368806168412,1.541309118270874,float64,0.9784688995215312,0.9947368421052631,0.84375,0.9130434782608696
KNN,2.1,66,28,1559,8169,0.00987704926075836,1.4588890075683594,0.0058151583876187175,1.4510440826416016,0.06635006178504618,1.5162267684936523,float64,0.9177877428998505,0.7333333333333333,0.6111111111111112,0.6666666666666666
Random Forest,2.1,89,10,389,8169,0.009136878915126245,1.4404101371765137,0.15468461616625187,1.6135549545288086,0.02773706397833214,1.4465901851654053,float64,0.9226190476190477,1.0,0.43478260869565216,0.6060606060606061
AdaBoost,2.2,117,23,3900,5718,0.024891802523764425,1.470823049545288,0.6501290496061137,2.0920982360839844,0.08855807666779066,1.5241317749023438,float64,0.9700956937799043,0.9142857142857143,0.8571428571428571,0.8847926267281105
Decision Tree,2.2,34,7,3900,3268,0.01691205544730005,1.446767807006836,0.07914734185233674,1.5428218841552734,0.056204877762566705,1.5180180072784424,float64,0.9641148325358851,0.8727272727272727,0.8571428571428571,0.8648648648648648
Decision Tree,2.1,25,0,1950,8169,0.006003117190545313,1.4647421836853027,0.06384508307022557,1.5047197341918945,0.028345355938030795,1.4742562770843506,float64,0.9629186602870813,0.8932038834951457,0.8214285714285714,0.8558139534883721
Decision Tree,2.2,31,27,3900,817,0.03430634607925493,1.4305131435394287,0.2516449811011693,1.426304817199707,0.05645787515780609,1.4985582828521729,float64,0.9593301435406698,0.8482142857142857,0.8482142857142857,0.8482142857142857
KNN,2.1,61,29,3509,8169,0.011131064073344236,1.4651362895965576,0.009180874758629524,1.4743211269378662,0.24693189456291736,1.683547019958496,float64,0.9222591362126246,0.717948717948718,0.693069306930693,0.7052896725440806
SVM,2.1,6,25,1559,8169,0.010754702820173379,1.4474890232086182,0.08251380501225626,1.5453569889068604,0.05851076500054737,1.5102472305297852,float64,0.828101644245142,0.4358974358974359,0.9444444444444444,0.5964912280701755
AdaBoost,2.2,117,13,3900,5718,0.026257684101859115,1.483180046081543,0.4244370148279592,2.1269941329956055,0.06716352717131814,1.5205602645874023,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
Random Forest,2.1,83,25,2730,8169,0.007040729025597906,1.457935094833374,1.3198349864042969,2.7670772075653076,0.07257977563873295,1.5145480632781982,float64,0.9743589743589743,1.0,0.8089171974522293,0.8943661971830986
KNN,2.2,72,15,3900,1633,0.0272994316491268,1.466153860092163,0.009151552811905642,1.46321702003479,0.2633893949881347,1.7208137512207031,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
Random Forest,2.2,99,11,3900,7352,0.026724850848974004,1.468492031097412,2.796143090644468,3.351241111755371,0.19089815321263798,1.5072877407073975,float64,0.9778708133971292,0.9947089947089947,0.8392857142857143,0.9104116222760291
Decision Tree,2.1,26,4,1559,8169,0.006613571624229321,1.4528961181640625,0.03740507356084369,1.4981162548065186,0.03363382139463198,1.4697909355163574,float64,0.9581464872944694,0.8604651162790697,0.8222222222222222,0.8409090909090908
Bagging Classifier,2.1,124,5,2340,8169,0.011717340031867494,1.4624290466308594,0.2890944145596435,1.795365810394287,0.04144040098099854,1.4748420715332031,float64,0.9471585244267199,0.8521739130434782,0.7313432835820896,0.78714859437751
Random Forest,2.2,99,1,3900,7352,0.026098641457635924,1.4676051139831543,1.4589146678048128,3.3070719242095947,0.07363778533920559,1.5322132110595703,float64,0.979066985645933,1.0,0.84375,0.9152542372881356
SVM,2.1,5,26,1950,8169,0.007615995337741108,1.4433388710021973,0.13433432310906745,1.6036098003387451,0.07643994281182731,1.5179469585418701,float64,0.8205741626794258,0.4166666666666667,0.8482142857142857,0.5588235294117647
Decision Tree,2.2,32,15,3900,1633,0.02646290435152856,1.467475175857544,0.052910015752499095,1.4875738620758057,0.05651627926355891,1.4857778549194336,float64,0.9647129186602871,0.8767123287671232,0.8571428571428571,0.8668171557562077
Random Forest,2.2,95,27,3900,4084,0.025863861344042293,1.4750230312347412,0.8937310641917039,2.803277015686035,0.08921210750477586,1.538409948348999,float64,0.9754784688995215,0.9841269841269841,0.8303571428571429,0.900726392251816
AdaBoost,2.2,112,14,3900,1633,0.024264447503048674,1.4676318168640137,0.3021864209597898,1.7761659622192383,0.06887515292051832,1.5127060413360596,float64,0.9671052631578947,0.9121951219512195,0.8348214285714286,0.8717948717948718
Random Forest,2.2,98,10,3900,6535,0.02096069924668226,1.4325220584869385,1.7577552067542852,3.1695480346679688,0.10926096771635528,1.5325069427490234,float64,0.9772727272727273,0.979381443298969,0.8482142857142857,0.9090909090909091
Decision Tree,2.1,22,5,3119,8169,0.0070919759751479575,1.4513671398162842,0.08761552313914879,1.5501477718353271,0.04726059580902002,1.5077860355377197,float64,0.9544095665171899,0.8520710059171598,0.8,0.8252148997134671
AdaBoost,2.2,117,11,3900,5718,0.02641098231131534,1.466827154159546,1.5560771829246978,2.0920510292053223,0.2918711247665868,1.4900310039520264,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
AdaBoost,2.2,113,10,3900,2451,0.025072785122624768,1.4633033275604248,0.37108552247896626,1.882000207901001,0.06399945597601629,1.5162067413330078,float64,0.9683014354066986,0.9090909090909091,0.8482142857142857,0.8775981524249422
Random Forest,2.2,94,19,3900,3268,0.025836988457802697,1.4523098468780518,1.1193812377129655,2.7587709426879883,0.09660421452199551,1.5551111698150635,float64,0.9766746411483254,0.9842931937172775,0.8392857142857143,0.9060240963855423
AdaBoost,2.1,110,23,3900,8169,0.0007767193127478695,1.4429070949554443,0.9655891269185273,2.3921189308166504,0.09990208151812728,1.4834129810333252,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
Bagging Classifier,2.2,136,29,3900,4901,0.025109058264658753,1.4444310665130615,0.586346128489648,1.9528191089630127,0.05742873807612653,1.5063250064849854,float64,0.9641148325358851,0.9141414141414141,0.8080357142857143,0.8578199052132702
Bagging Classifier,2.2,138,14,3900,6535,0.02821555535583543,1.4842488765716553,0.5154859678713618,2.101896047592163,0.0745204885418004,1.5194191932678223,float64,0.9647129186602871,0.8985507246376812,0.8303571428571429,0.863109048723898
Decision Tree,2.2,34,28,3900,3268,0.024149311173653883,1.4623689651489258,0.08486220814381228,1.5362179279327393,0.04613754812353809,1.4966239929199219,float64,0.9629186602870813,0.8648648648648649,0.8571428571428571,0.8609865470852017
Random Forest,2.2,96,0,3900,4901,0.02959175920997122,1.465608835220337,1.5580511494205982,2.9973928928375244,0.13505978757732034,1.5641541481018066,float64,0.9772727272727273,0.984375,0.84375,0.9086538461538461
SVM,2.1,2,22,3119,8169,0.005882789424760766,1.4543509483337402,0.35688928784064844,1.8459219932556152,0.18459320065575968,1.62874174118042,float64,0.8355754857997011,0.44505494505494503,0.9,0.5955882352941175
AdaBoost,2.1,106,12,1559,8169,0.013900151492382098,1.4300310611724854,0.20760798601152278,1.774432897567749,0.0519606443316548,1.504594087600708,float64,0.9596412556053812,0.8795180722891566,0.8111111111111111,0.8439306358381503
KNN,2.1,64,13,2340,8169,0.0099537652781808,1.4650869369506836,0.007024732251855369,1.4578888416290283,0.11653030927602674,1.5691819190979004,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
